"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]"
212515,"HIPOTECARIAS",,"Liability",,,"No",,2125
2130,"ENTIDADES FINANCIERAS DEL EXTERIOR",,"Liability",,,"Yes",,21
213001,"213001 a 213098",,"Liability",,,"No",,2130
2135,"COMPROMISOS DE RECOMPRA DE INVERSIONES NEGOCIADAS",,"Liability",,,"Yes",,21
213505,"ACCIONES",,"Liability",,,"No",,2135
213510,"CUOTAS O PARTES DE INTERES SOCIAL",,"Liability",,,"No",,2135
213515,"BONOS",,"Liability",,,"No",,2135
213520,"CEDULAS",,"Liability",,,"No",,2135
213525,"CERTIFICADOS",,"Liability",,,"No",,2135
213530,"PAPELES COMERCIALES",,"Liability",,,"No",,2135
213535,"TITULOS",,"Liability",,,"No",,2135
213540,"ACEPTACIONES BANCARIAS O FINANCIERAS",,"Liability",,,"No",,2135
213595,"OTROS",,"Liability",,,"No",,2135
2140,"COMPROMISOS DE RECOMPRA DE CARTERA NEGOCIADA",,"Liability",,,"Yes",,21
214001,"214001 a 214098",,"Liability",,,"No",,2140
2145,"OBLIGACIONES GUBERNAMENTALES",,"Liability",,,"Yes",,21
214505,"GOBIERNO NACIONAL",,"Liability",,,"No",,2145
214510,"ENTIDADES OFICIALES",,"Liability",,,"No",,2145
2195,"OTRAS OBLIGACIONES",,"Liability",,,"Yes",,21
219505,"PARTICULARES",,"Liability",,,"No",,2195
219510,"COMPA�IAS VINCULADAS",,"Liability",,,"No",,2195
219515,"CASA MATRIZ",,"Liability",,,"No",,2195
219520,"SOCIOS O ACCIONISTAS",,"Liability",,,"No",,2195
219525,"FONDOS Y COOPERATIVAS",,"Liability",,,"No",,2195
219595,"OTRAS",,"Liability",,,"No",,2195
22,"PROVEEDORES",,"Liability",,,"Yes",,2
2205,"NACIONALES",,"Liability",,,"Yes",,22
220501,"220501 a 220598",,"Liability",,,"No",,2205
220505,"NACIONALES",,"Liability",,,"No",,2205
220590,"DEFAULT PROVEEDORES",,"Liability",,,"No","V_LIABILITY_ACCT",2205
220591,"DEFAULT RECIBOS PARA C x P NO FACTURADAS (MERCANCIAS RECIBIDAS)",,"Liability",,,"No","NOTINVOICEDRECEIPTS_ACCT",2205
220592,"DEFAULT PROVEEDORES DE SERVICIOS",,"Liability",,,"No","V_LIABILITY_SERVICES_ACCT",2205
220593,"DEFAULT SELECCION DE FACTURAS EN C x P PARA PAGO",,"Liability",,,"No","B_PAYMENTSELECT_ACCT",2205
220594,"DEFAULT COMPROMISOS DE COMPRAS",,"Liability",,,"No","COMMITMENTOFFSET_ACCT",2205
221001,"221001 a 221098",,"Liability",,,"No",,2210
2215,"CUENTAS CORRIENTES COMERCIALES",,"Liability",,,"Yes",,22
221501,"221501 a 221598",,"Liability",,,"No",,2215
2220,"CASA MATRIZ",,"Liability",,,"Yes",,22
222001,"222001 a 222098",,"Liability",,,"No",,2220
2225,"COMPA�IAS VINCULADAS",,"Liability",,,"Yes",,22
222501,"222501 a 222598",,"Liability",,,"No",,2225
23,"CUENTAS POR PAGAR",,"Liability",,,"Yes",,2
2305,"CUENTAS CORRIENTES COMERCIALES",,"Liability",,,"Yes",,23
230501,"230501 a 230598",,"Liability",,,"No",,2305
2310,"A CASA MATRIZ",,"Liability",,,"Yes",,23
231001,"231001 a 231098",,"Liability",,,"No",,2310
2315,"A COMPA�IAS VINCULADAS",,"Liability",,,"Yes",,23
231501,"231501 a 231598",,"Liability",,,"No",,2315
231590,"DEFAULT C X P COMPA�IAS VINCULADAS",,"Liability",,,"No","INTERCOMPANYDUETO_ACCT",2315
2320,"A CONTRATISTAS",,"Liability",,,"Yes",,23
232001,"232001 a 232098",,"Liability",,,"No",,2320
232005,"A AGENTES",,"Liability",,,"No",,2320
2330,"ORDENES DE COMPRA POR UTILIZAR",,"Liability",,,"Yes",,23
233001,"233001 a 233098",,"Liability",,,"No",,2330
2335,"COSTOS Y GASTOS POR PAGAR",,"Liability",,,"Yes",,23
233505,"GASTOS FINANCIEROS",,"Liability",,,"No",,2335
233510,"GASTOS LEGALES",,"Liability",,,"No",,2335
233515,"LIBROS, SUSCRIPCIONES, PERIODICOS Y REVISTAS",,"Liability",,,"No",,2335
233520,"COMISIONES",,"Liability",,,"No",,2335
233525,"HONORARIOS",,"Liability",,,"No",,2335
233530,"SERVICIOS TECNICOS",,"Liability",,,"Yes",,2335
23353005,"PROCESAMIENTO DE DATOS",,"Liability",,,"No",,233530
233535,"SERVICIOS DE MANTENIMIENTO",,"Liability",,,"No",,2335
233540,"ARRENDAMIENTOS",,"Liability",,,"No",,2335
233545,"TRANSPORTES, FLETES Y ACARREOS",,"Liability",,,"No",,2335
233550,"SERVICIOS PUBLICOS",,"Liability",,,"Yes",,2335
23355005,"SERVICIO TELEFONO POR PAGAR",,"Liability",,,"No",,233550
233555,"SEGUROS",,"Liability",,,"No",,2335
233560,"GASTOS DE VIAJE",,"Liability",,,"No",,2335
233565,"GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS",,"Liability",,,"No",,2335
233570,"SERVICIOS ADUANEROS",,"Liability",,,"No",,2335
233595,"OTROS",,"Liability",,,"No",,2335
2340,"INSTALAMENTOS POR PAGAR",,"Liability",,,"Yes",,23
234001,"234001 a 234098",,"Liability",,,"No",,2340
2345,"ACREEDORES OFICIALES",,"Liability",,,"Yes",,23
234501,"234501 a 234598",,"Liability",,,"No",,2345
2350,"REGALIAS POR PAGAR",,"Liability",,,"Yes",,23
235001,"235001 a 235098",,"Liability",,,"No",,2350
2355,"DEUDAS CON ACCIONISTAS O SOCIOS",,"Liability",,,"Yes",,23
235505,"ACCIONISTAS",,"Liability",,,"No",,2355
235510,"SOCIOS",,"Liability",,,"No",,2355
2360,"DIVIDENDOS O PARTICIPACIONES POR PAGAR",,"Liability",,,"Yes",,23
236005,"DIVIDENDOS",,"Liability",,,"No",,2360
236010,"PARTICIPACIONES",,"Liability",,,"No",,2360
2365,"RETENCION EN LA FUENTE",,"Liability",,,"Yes",,23
236505,"SALARIOS Y PAGOS LABORALES",,"Liability",,,"No",,2365
236510,"DIVIDENDOS Y/O PARTICIPACIONES",,"Liability",,,"No",,2365
236515,"HONORARIOS",,"Liability",,,"Yes",,2365
23651510,"HONORARIOS 10%",,"Liability",,,"No",,236515
23651520,"PAGO RETEFTE HONORARIOS",,"Liability",,,"No",,236515
236520,"COMISIONES",,"Liability",,,"Yes",,2365
23652005,"COMISIONES 10%",,"Liability",,,"No",,236520
236525,"SERVICIOS",,"Liability",,,"Yes",,2365
23652504,"SERVICIOS 4%",,"Liability",,,"No",,236525
23652506,"SERVICIOS GENERALES 6%",,"Liability",,,"No",,236525
23652520,"PAGO RETENCION SERVICIOS",,"Liability",,,"No",,236525
23652530,"AJUSTE A MIL RETEFTE SERVICIOS",,"Liability",,,"No",,236525
236530,"ARRENDAMIENTOS",,"Liability",,,"Yes",,2365
23653003,"ARRENDAMIENTO BINES MUEBLES 3.5%",,"Liability",,,"No",,236530
23653005,"ARRENDAMIENTOS BIENES MUEBLES 4%",,"Liability",,,"No",,236530
23653020,"PAGO RETENCION ARRENDAMIENTOS",,"Liability",,,"No",,236530
23653030,"AJUSTE A MIL RETEFTE ARRENDAMIENTOS",,"Liability",,,"No",,236530
236535,"RENDIMIENTOS FINANCIEROS",,"Liability",,,"No",,2365
236540,"COMPRAS",,"Liability",,,"Yes",,2365
23654005,"COMPRAS GENERAL 3.5%",,"Liability",,,"No",,236540
23654020,"PAGO RETENCION COMPRAS",,"Liability",,,"No",,236540
23654030,"AJUSTE A MIL RETEFTE COMPRAS",,"Liability",,,"No",,236540
236545,"LOTERIAS, RIFAS, APUESTAS Y SIMILARES",,"Liability",,,"No",,2365
236550,"POR PAGOS AL EXTERIOR",,"Liability",,,"No",,2365
236555,"POR INGRESOS OBTENIDOS EN EL EXTERIOR",,"Liability",,,"No",,2365
236560,"ENAJENACION PROPIEDADES PLANTA Y EQUIPO PERSONAS NATURALES",,"Liability",,,"No",,2365
236565,"POR IMPUESTO DE TIMBRE",,"Liability",,,"No",,2365
236570,"OTRAS RETENCIONES Y PATRIMONIO",,"Liability",,,"No","WITHHOLDING_ACCT",2365
236575,"AUTORRETENCIONES",,"Liability",,,"No",,2365
236595,"RETENCIONES EN LA FUENTE",,"Liability",,,"Yes",,2365
23659505,"SALDO POR PAGAR RETENCIONES EN LA FU",,"Liability",,,"No",,236595
2367,"IMPUESTO A LAS VENTAS RETENIDO",,"Liability",,,"Yes",,23
236705,"IVA RETENIDO AL REG. SIMPLIFICADO",,"Liability",,,"No",,2367
236720,"PAGO IVA RETENIDO",,"Liability",,,"No",,2367
2368,"IMPUESTO DE INDUSTRIA Y COMERCIO RET",,"Liability",,,"Yes",,23
236805,"ICA RETENIDO AL REG. SIMPLIFICADO",,"Liability",,,"No",,2368
236820,"PAGO ICA RETENIDO",,"Liability",,,"No",,2368
2370,"RETENCIONES Y APORTES DE NOMINA",,"Liability",,,"Yes",,23
237005,"APORTES AL I.S.S.",,"Liability",,,"No",,2370
237010,"APORTES AL I.C.B.F., SENA Y CAJAS DE COMPENSACION",,"Liability",,,"No",,2370
237015,"APORTES AL F.I.C.",,"Liability",,,"No",,2370
237025,"EMBARGOS JUDICIALES",,"Liability",,,"No",,2370
237030,"LIBRANZAS",,"Liability",,,"No",,2370
237035,"SINDICATOS",,"Liability",,,"No",,2370
237040,"COOPERATIVAS",,"Liability",,,"No",,2370
237045,"FONDOS",,"Liability",,,"No",,2370
237095,"OTROS",,"Liability",,,"No",,2370
2375,"CUOTAS POR DEVOLVER",,"Liability",,,"Yes",,23
237501,"237501 a 237598",,"Liability",,,"No",,2375
2380,"ACREEDORES VARIOS",,"Liability",,,"Yes",,23
238005,"DEPOSITARIOS",,"Liability",,,"No",,2380
238010,"COMISIONISTAS DE BOLSAS",,"Liability",,,"No",,2380
238015,"SOCIEDAD ADMINISTRADORA - FONDOS DE INVERSION",,"Liability",,,"No",,2380
238020,"REINTEGROS POR PAGAR",,"Liability",,,"No",,2380
238025,"FONDO DE PERSEVERANCIA",,"Liability",,,"No",,2380
238030,"FONDOS DE CESANTIAS Y/O PENSIONES",,"Liability",,,"No",,2380
238035,"DONACIONES ASIGNADAS POR PAGAR",,"Liability",,,"No",,2380
238095,"OTROS",,"Liability",,,"No",,2380
24,"IMPUESTOS, GRAVAMENES Y TASAS",,"Liability",,,"Yes",,2
2404,"DE RENTA Y COMPLEMENTARIOS",,"Liability",,,"Yes",,24
240405,"VIGENCIA FISCAL CORRIENTE",,"Liability",,,"Yes",,2404
24040505,"PROVISION IMPUESTO DE RENTA",,"Liability",,,"No",,240405
24040510,"RETENCIONES APLICADAS",,"Liability",,,"No",,240405
24040520,"PAGO IMPORRENTA Y COMPLEMENTARIOS",,"Liability",,,"No",,240405
24040590,"DEFAULT IMPUESTO DEBIDO",,"Liability",,,"No","T_LIABILITY_ACCT",240405
240410,"VIGENCIAS FISCALES ANTERIORES",,"Liability",,,"No",,2404
2408,"IMPUESTO SOBRE LAS VENTAS POR PAGAR",,"Liability",,,"Yes",,24
240801,"240801 a 240898",,"Liability",,,"No",,2408
240805,"IMPUESTO GENERADO",,"Liability",,,"Yes",,2408
24080505,"IVA FACTURADO",,"Liability",,,"No",,240805
240810,"IMPUESTO DESCONTABLE",,"Liability",,,"Yes",,2408
24081005,"DESCONTABLE POR COMPRAS",,"Liability",,,"No",,240810
24081010,"DESCONTABLE POR SERVICIOS",,"Liability",,,"No",,240810
24081015,"IMPUESTO DEVOLUCION EN VENTAS",,"Liability",,,"No",,240810
24081020,"IVA RETENIDO AL REGIMEN SIMPLIFICADO",,"Liability",,,"No",,240810
240815,"AJUSTE A MIL IVA POR PAGAR",,"Liability",,,"No",,2408
240820,"PAGO IMPUESTO BIMESTRAL",,"Liability",,,"No",,2408
240825,"SALDO POR PAGAR IVA",,"Liability",,,"Yes",,2408
24082501,"SALDO POR PAGAR IVA 03-2001",,"Liability",,,"No",,240825
24082502,"SALDO POR PAGAR IVA 06-2006",,"Liability",,,"No",,240825
240890,"DEFAULT IMPUESTO POR PAGAR",,"Liability",,,"No","T_DUE_ACCT",2408
2412,"DE INDUSTRIA Y COMERCIO",,"Liability",,,"Yes",,24
241205,"VIGENCIA FISCAL CORRIENTE",,"Liability",,,"Yes",,2412
24120505,"PROVISION ICA",,"Liability",,,"No",,241205
24120520,"PAGO ICA BIMESTRAL",,"Liability",,,"No",,241205
24120525,"SALDO POR PAGAR",,"Liability",,,"No",,241205
241210,"VIGENCIAS FISCALES ANTERIORES",,"Liability",,,"No",,2412
2416,"A LA PROPIEDAD RAIZ",,"Liability",,,"Yes",,24
241601,"241601 a 241698",,"Liability",,,"No",,2416
2420,"DERECHOS SOBRE INSTRUMENTOS PUBLICOS",,"Liability",,,"Yes",,24
242001,"242001 a 242098",,"Liability",,,"No",,2420
2424,"DE VALORIZACION",,"Liability",,,"Yes",,24
242405,"VIGENCIA FISCAL CORRIENTE",,"Liability",,,"No",,2424
242410,"VIGENCIAS FISCALES ANTERIORES",,"Liability",,,"No",,2424
2428,"DE TURISMO",,"Liability",,,"Yes",,24
242801,"242801 a 242898",,"Liability",,,"No",,2428
2432,"TASA POR UTILIZACION DE PUERTOS",,"Liability",,,"Yes",,24
243201,"243201 a 243298",,"Liability",,,"No",,2432
2436,"DE VEHICULOS",,"Liability",,,"Yes",,24
243605,"VIGENCIA FISCAL CORRIENTE",,"Liability",,,"No",,2436
243610,"VIGENCIAS FISCALES ANTERIORES",,"Liability",,,"No",,2436
2440,"DE ESPECTACULOS PUBLICOS",,"Liability",,,"Yes",,24
244001,"244001 a 244098",,"Liability",,,"No",,2440
2444,"DE HIDROCARBUROS Y MINAS",,"Liability",,,"Yes",,24
244405,"DE HIDROCARBUROS",,"Liability",,,"No",,2444
244410,"DE MINAS",,"Liability",,,"No",,2444
2448,"REGALIAS E IMPUESTOS A LA PEQUE�A Y MEDIANA MINERIA",,"Liability",,,"Yes",,24
244801,"244801 a 244898",,"Liability",,,"No",,2448
2452,"A LAS EXPORTACIONES CAFETERAS",,"Liability",,,"Yes",,24
245201,"245201 a 245298",,"Liability",,,"No",,2452
2456,"A LAS IMPORTACIONES",,"Liability",,,"Yes",,24
245601,"245601 a 245698",,"Liability",,,"No",,2456
2460,"CUOTAS DE FOMENTO",,"Liability",,,"Yes",,24
246001,"246001 a 246098",,"Liability",,,"No",,2460
2464,"DE LICORES, CERVEZAS Y CIGARRILLOS",,"Liability",,,"Yes",,24
246405,"DE LICORES",,"Liability",,,"No",,2464
246410,"DE CERVEZAS",,"Liability",,,"No",,2464
246415,"DE CIGARRILLOS",,"Liability",,,"No",,2464
2468,"AL SACRIFICIO DE GANADO",,"Liability",,,"Yes",,24
246801,"246801 a 246898",,"Liability",,,"No",,2468
2472,"AL AZAR Y JUEGOS",,"Liability",,,"Yes",,24
247201,"247201 a 247298",,"Liability",,,"No",,2472
2476,"GRAVAMENES Y REGALIAS POR UTILIZACION DEL SUELO",,"Liability",,,"Yes",,24
247601,"247601 a 247698",,"Liability",,,"No",,2476
2495,"OTROS",,"Liability",,,"Yes",,24
249501,"249501 a 249598",,"Liability",,,"No",,2495
25,"OBLIGACIONES LABORALES",,"Liability",,,"Yes",,2
2505,"SALARIOS POR PAGAR",,"Liability",,,"Yes",,25
250501,"250501 a 250598",,"Liability",,,"No",,2505
2510,"CESANTIAS CONSOLIDADAS",,"Liability",,,"Yes",,25
251005,"LEY LABORAL ANTERIOR",,"Liability",,,"No",,2510
251010,"LEY 50 DE 1990 Y NORMAS POSTERIORES",,"Liability",,,"No",,2510
2515,"INTERESES SOBRE CESANTIAS",,"Liability",,,"Yes",,25
251501,"251501 a 251598",,"Liability",,,"No",,2515
2520,"PRIMA DE SERVICIOS",,"Liability",,,"Yes",,25
252001,"252001 a 252098",,"Liability",,,"No",,2520
2525,"VACACIONES CONSOLIDADAS",,"Liability",,,"Yes",,25
252501,"252501 a 252598",,"Liability",,,"No",,2525
2530,"PRESTACIONES EXTRALEGALES",,"Liability",,,"Yes",,25
253005,"PRIMAS",,"Liability",,,"No",,2530
253010,"AUXILIOS",,"Liability",,,"No",,2530
253015,"DOTACION Y SUMINISTRO A TRABAJADORES",,"Liability",,,"No",,2530
253020,"BONIFICACIONES",,"Liability",,,"No",,2530
253025,"SEGUROS",,"Liability",,,"No",,2530
253095,"OTRAS",,"Liability",,,"No",,2530
2532,"PENSIONES POR PAGAR",,"Liability",,,"Yes",,25
253201,"253201 a 253298",,"Liability",,,"No",,2532
2535,"CUOTAS PARTES PENSIONES DE JUBILACION",,"Liability",,,"Yes",,25
253501,"253501 a 253598",,"Liability",,,"No",,2535
2540,"INDEMNIZACIONES LABORALES",,"Liability",,,"Yes",,25
254001,"254001 a 244098",,"Liability",,,"No",,2540
26,"PASIVOS ESTIMADOS Y PROVISIONES",,"Liability",,,"Yes",,2
2605,"PARA COSTOS Y GASTOS",,"Liability",,,"Yes",,26
260505,"INTERESES",,"Liability",,,"No",,2605
260510,"COMISIONES",,"Liability",,,"No",,2605
260515,"HONORARIOS",,"Liability",,,"No",,2605
260520,"SERVICIOS TECNICOS",,"Liability",,,"No",,2605
260525,"TRANSPORTES, FLETES Y ACARREOS",,"Liability",,,"No",,2605
260530,"GASTOS DE VIAJE",,"Liability",,,"No",,2605
260535,"SERVICIOS PUBLICOS",,"Liability",,,"No",,2605
260540,"REGALIAS",,"Liability",,,"No",,2605
260545,"GARANTIAS",,"Liability",,,"No",,2605
260550,"MATERIALES Y REPUESTOS",,"Liability",,,"No",,2605
260595,"OTROS",,"Liability",,,"No",,2605
2610,"PARA OBLIGACIONES LABORALES",,"Liability",,,"Yes",,26
261005,"CESANTIAS",,"Liability",,,"No",,2610
261010,"INTERESES SOBRE CESANTIAS",,"Liability",,,"No",,2610
261015,"VACACIONES",,"Liability",,,"No",,2610
261020,"PRIMA DE SERVICIOS",,"Liability",,,"No",,2610
261025,"PRESTACIONES EXTRALEGALES",,"Liability",,,"No",,2610
261030,"VIATICOS",,"Liability",,,"No",,2610
261095,"OTRAS",,"Liability",,,"No",,2610
2615,"PARA OBLIGACIONES FISCALES",,"Liability",,,"Yes",,26
261505,"DE RENTA Y COMPLEMENTARIOS",,"Liability",,,"No",,2615
261510,"DE INDUSTRIA Y COMERCIO",,"Liability",,,"No",,2615
261515,"TASA POR UTILIZACION DE PUERTOS",,"Liability",,,"No",,2615
261520,"DE VEHICULOS",,"Liability",,,"No",,2615
261525,"DE HIDROCARBUROS Y MINAS",,"Liability",,,"No",,2615
261595,"OTROS",,"Liability",,,"No",,2615
2620,"PENSIONES DE JUBILACION",,"Liability",,,"Yes",,26
262005,"CALCULO ACTUARIAL PENSIONES DE JUBILACION",,"Liability",,,"No",,2620
262010,"PENSIONES DE JUBILACION POR AMORTIZAR (DB)",,"Liability",,,"No",,2620
2625,"PARA OBRAS DE URBANISMO",,"Liability",,,"Yes",,26
262505,"ACUEDUCTO Y ALCANTARILLADO",,"Liability",,,"No",,2625
262510,"ENERGIA ELECTRICA",,"Liability",,,"No",,2625
262515,"TELEFONOS",,"Liability",,,"No",,2625
262595,"OTROS",,"Liability",,,"No",,2625
2630,"PARA MANTENIMIENTO Y REPARACIONES",,"Liability",,,"Yes",,26
263005,"TERRENOS",,"Liability",,,"No",,2630
263010,"CONSTRUCCIONES Y EDIFICACIONES",,"Liability",,,"No",,2630
263015,"MAQUINARIA Y EQUIPO",,"Liability",,,"No",,2630
263020,"EQUIPO DE OFICINA",,"Liability",,,"No",,2630
263025,"EQUIPO DE COMPUTACION Y COMUNICACION",,"Liability",,,"No",,2630
263030,"EQUIPO MEDICO - CIENTIFICO",,"Liability",,,"No",,2630
263035,"EQUIPO DE HOTELES Y RESTAURANTES",,"Liability",,,"No",,2630
263040,"FLOTA Y EQUIPO DE TRANSPORTE",,"Liability",,,"No",,2630
263045,"FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO",,"Liability",,,"No",,2630
263050,"FLOTA Y EQUIPO AEREO",,"Liability",,,"No",,2630
263055,"FLOTA Y EQUIPO FERREO",,"Liability",,,"No",,2630
263060,"ACUEDUCTOS PLANTAS Y REDES",,"Liability",,,"No",,2630
263065,"ARMAMENTO DE VIGILANCIA",,"Liability",,,"No",,2630
263070,"ENVASES Y EMPAQUES",,"Liability",,,"No",,2630
263075,"PLANTACIONES AGRICOLAS Y FORESTALES",,"Liability",,,"No",,2630
263080,"VIAS DE CUMUNICACION",,"Liability",,,"No",,2630
263085,"POZOS ARTESIANOS",,"Liability",,,"No",,2630
263095,"OTROS",,"Liability",,,"No",,2630
2635,"PARA CONTINGENCIAS",,"Liability",,,"Yes",,26
263505,"MULTAS Y SANCIONES AUTORIDADES ADMINISTRATIVAS",,"Liability",,,"No",,2635
263510,"INTERESES POR MULTAS Y SANCIONES",,"Liability",,,"No",,2635
263515,"RECLAMOS",,"Liability",,,"No",,2635
263520,"LABORALES",,"Liability",,,"No",,2635
263525,"CIVILES",,"Liability",,,"No",,2635
263530,"PENALES",,"Liability",,,"No",,2635
263535,"ADMINISTRATIVOS",,"Liability",,,"No",,2635
263540,"COMERCIALES",,"Liability",,,"No",,2635
263595,"OTRAS",,"Liability",,,"No",,2635
2640,"PARA OBLIGACIONES DE GARANTIAS",,"Liability",,,"Yes",,26
264001,"264001 a 264098",,"Liability",,,"No",,2640
2695,"PROVISIONES DIVERSAS",,"Liability",,,"Yes",,26
269505,"PARA BENEFICENCIA",,"Liability",,,"No",,2695
269510,"PARA COMUNICACIONES",,"Liability",,,"No",,2695
269515,"PARA PERDIDA EN TRANSPORTE",,"Liability",,,"No",,2695
269520,"PARA OPERACION",,"Liability",,,"No",,2695
269525,"PARA PROTECCION DE BIENES AGOTABLES",,"Liability",,,"No",,2695
269530,"PARA AJUSTES EN REDENCION DE UNIDADES",,"Liability",,,"No",,2695
269535,"AUTOSEGURO",,"Liability",,,"No",,2695
269540,"PLANES Y PROGRAMAS DE REFORESTACION Y ELECTRIFICACION",,"Liability",,,"No",,2695
269595,"OTRAS",,"Liability",,,"No",,2695
27,"DIFERIDOS",,"Liability",,,"Yes",,2
2705,"INGRESOS RECIBIDOS POR ANTICIPADO",,"Liability",,,"Yes",,27
270505,"INTERESES",,"Liability",,,"No",,2705
270510,"COMISIONES",,"Liability",,,"No",,2705
270515,"ARRENDAMIENTOS",,"Liability",,,"No",,2705
270520,"HONORARIOS",,"Liability",,,"No",,2705
270525,"SERVICIOS TECNICOS",,"Liability",,,"No",,2705
270530,"DE SUSCRIPTORES",,"Liability",,,"No",,2705
270535,"TRANSPORTES, FLETES Y ACARREOS",,"Liability",,,"No",,2705
270540,"MERCANCIA EN TRANSITO YA VENDIDA",,"Liability",,,"No",,2705
270545,"MATRICULAS Y PENSIONES",,"Liability",,,"No",,2705
270550,"CUOTAS DE ADMINISTRACION",,"Liability",,,"No",,2705
270595,"OTROS",,"Liability",,,"No",,2705
2710,"ABONOS DIFERIDOS",,"Liability",,,"Yes",,27
271005,"REAJUSTE DEL SISTEMA",,"Liability",,,"No",,2710
2715,"UTILIDAD DIFERIDA EN VENTAS A PLAZOS",,"Liability",,,"Yes",,27
271501,"271501 a 271598",,"Liability",,,"No",,2715
2720,"CREDITO POR CORRECCION MONETARIA DIFERIDA",,"Liability",,,"Yes",,27
272001,"272001 a 272098",,"Liability",,,"No",,2720
2725,"IMPUESTOS DIFERIDOS",,"Liability",,,"Yes",,27
272505,"POR DEPRECIACION FLEXIBLE",,"Liability",,,"No",,2725
272595,"DIVERSOS",,"Liability",,,"No",,2725
272599,"AJUSTES POR INFLACION",,"Liability",,,"No",,2725
28,"OTROS PASIVOS",,"Liability",,,"Yes",,2
2805,"ANTICIPOS Y AVANCES RECIBIDOS",,"Liability",,,"Yes",,28
280505,"DE CLIENTES",,"Liability",,,"No","C_PREPAYMENT_ACCT",2805
280510,"SOBRE CONTRATOS",,"Liability",,,"Yes",,2805
28051001,"ANTICIPO CONTRATO ELABORACION DE SOF",,"Liability",,,"No",,280510
280515,"PARA OBRAS EN PROCESO",,"Liability",,,"No",,2805
280595,"OTROS",,"Liability",,,"No",,2805
2810,"DEPOSITOS RECIBIDOS",,"Liability",,,"Yes",,28
281005,"PARA FUTURA SUSCRIPCION DE ACCIONES",,"Liability",,,"No",,2810
281010,"PARA FUTURO PAGO DE CUOTAS O DERECHOS SOCIALES",,"Liability",,,"No",,2810
281015,"PARA GARANTIA EN LA PRESTACION DE SERVICIOS",,"Liability",,,"No",,2810
281020,"PARA GARANTIA DE CONTRATOS",,"Liability",,,"No",,2810
281025,"DE LICITACIONES",,"Liability",,,"No",,2810
281030,"DE MANEJO DE BIENES",,"Liability",,,"No",,2810
281035,"FONDO DE RESERVA",,"Liability",,,"No",,2810
281095,"OTROS",,"Liability",,,"No",,2810
2815,"INGRESOS RECIBIDOS PARA TERCEROS",,"Liability",,,"Yes",,28
281505,"VALORES RECIBIDOS PARA TERCEROS",,"Liability",,,"No",,2815
281510,"VENTA POR CUENTA DE TERCEROS",,"Liability",,,"No",,2815
2820,"CUENTAS DE OPERACION CONJUNTA",,"Liability",,,"Yes",,28
282001,"282001 a 282098",,"Liability",,,"No",,2820
2825,"RETENCIONES A TERCEROS SOBRE CONTRATOS",,"Liability",,,"Yes",,28
282505,"CUMPLIMIENTO OBLIGACIONES LABORALES",,"Liability",,,"No",,2825
282510,"PARA ESTABILIDAD DE OBRA",,"Liability",,,"No",,2825
282515,"GARANTIA CUMPLIMIENTO DE CONTRATOS",,"Liability",,,"No",,2825
2830,"EMBARGOS JUDICIALES",,"Liability",,,"Yes",,28
283005,"INDEMNIZACIONES",,"Liability",,,"No",,2830
283010,"DEPOSITOS JUDICIALES",,"Liability",,,"No",,2830
2835,"ACREEDORES DEL SISTEMA",,"Liability",,,"Yes",,28
283505,"CUOTAS NETAS",,"Liability",,,"No",,2835
283510,"GRUPOS EN FORMACION",,"Liability",,,"No",,2835
2840,"CUENTAS EN PARTICIPACION",,"Liability",,,"Yes",,28
284001,"284001 a 284098",,"Liability",,,"No",,2840
2895,"DIVERSOS",,"Liability",,,"Yes",,28
289505,"PRESTAMOS DE PRODUCTOS",,"Liability",,,"No",,2895
289510,"REEMBOLSO DE COSTOS EXPLORATORIOS",,"Liability",,,"No",,2895
289515,"PROGRAMA DE EXTENSION AGROPECUARIA",,"Liability",,,"No",,2895
29,"BONOS Y PAPELES COMERCIALES",,"Liability",,,"Yes",,2
2905,"BONOS EN CIRCULACION",,"Liability",,,"Yes",,29
290505,"GARANTIA GENERAL",,"Liability",,,"No",,2905
290510,"GARANTIA ESPECIFICA",,"Liability",,,"No",,2905
2910,"BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES",,"Liability",,,"Yes",,29
291001,"291001 a 291098",,"Liability",,,"No",,2910
2915,"PAPELES COMERCIALES",,"Liability",,,"Yes",,29
291501,"291501 a 291598",,"Liability",,,"No",,2915
3,"PATRIMONIO",,"Owner's Equity",,,"Yes",,
31,"CAPITAL SOCIAL",,"Owner's Equity",,,"Yes",,3
3105,"CAPITAL SUSCRITO Y PAGADO",,"Owner's Equity",,,"Yes",,31
310505,"CAPITAL AUTORIZADO",,"Owner's Equity",,,"No",,3105
310510,"CAPITAL POR SUSCRIBIR (DB)",,"Owner's Equity",,,"No",,3105
310515,"CAPITAL SUSCRITO POR COBRAR (DB)",,"Owner's Equity",,,"No",,3105
3110,"ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB)",,"Owner's Equity",,,"Yes",,31
311005,"ACCIONES PROPIAS READQUIRIDAS (DB)",,"Owner's Equity",,,"No",,3110
